Entry	Entry name	Gene names	Organism
A0A126GWA1	A0A126GWA1_HUMAN	OR10A4	Homo sapiens (Human)
Q9H209	O10A4_HUMAN	OR10A4 OR10A4P	Homo sapiens (Human)
A0A126GWR0	A0A126GWR0_HUMAN	OR10A5	Homo sapiens (Human)
Q6IFG6	Q6IFG6_HUMAN	OR10A5 hCG_1992900	Homo sapiens (Human)
Q9H207	O10A5_HUMAN	OR10A5 OR10A1	Homo sapiens (Human)
A0A126GVN8	A0A126GVN8_HUMAN	OR10A6	Homo sapiens (Human)
A0A126GWF7	A0A126GWF7_HUMAN	OR10A6	Homo sapiens (Human)
A0A126GWG5	A0A126GWG5_HUMAN	OR10A6	Homo sapiens (Human)
A0A126GWS0	A0A126GWS0_HUMAN	OR10A6 hCG_2044388	Homo sapiens (Human)
Q8NH74	O10A6_HUMAN	OR10A6	Homo sapiens (Human)
A0A126GVR3	A0A126GVR3_HUMAN	OR10A7 hCG_2014374	Homo sapiens (Human)
Q8NGE5	O10A7_HUMAN	OR10A7	Homo sapiens (Human)
A0A126GWC9	A0A126GWC9_HUMAN	OR10AD1	Homo sapiens (Human)
Q8NGE0	O10AD_HUMAN	OR10AD1 OR10AD1P	Homo sapiens (Human)
A0A126GVM8	A0A126GVM8_HUMAN	OR10AG1	Homo sapiens (Human)
Q8NH19	O10AG_HUMAN	OR10AG1	Homo sapiens (Human)
A0A087WY02	A0A087WY02_HUMAN	OR10C1	Homo sapiens (Human)
A0A0G2JL13	A0A0G2JL13_HUMAN	OR10C1	Homo sapiens (Human)
A0A126GV80	A0A126GV80_HUMAN	OR10C1	Homo sapiens (Human)
A0A126GVZ5	A0A126GVZ5_HUMAN	OR10C1	Homo sapiens (Human)
A0A126GWH9	A0A126GWH9_HUMAN	OR10C1	Homo sapiens (Human)
A0A140T9J0	A0A140T9J0_HUMAN	OR10C1	Homo sapiens (Human)
A0A140TA55	A0A140TA55_HUMAN	OR10C1	Homo sapiens (Human)
Q6IFQ5	Q6IFQ5_HUMAN	OR10C1 hCG_1645045	Homo sapiens (Human)
Q96KK4	O10C1_HUMAN	OR10C1 OR10C2	Homo sapiens (Human)
Q8NGC3	O10G2_HUMAN	OR10G2	Homo sapiens (Human)
A0A126GVQ5	A0A126GVQ5_HUMAN	OR10G3	Homo sapiens (Human)
A0A126GWE3	A0A126GWE3_HUMAN	OR10G3 hCG_2041507	Homo sapiens (Human)
Q8NGC4	O10G3_HUMAN	OR10G3	Homo sapiens (Human)
A0A126GVE7	A0A126GVE7_HUMAN	OR10G4	Homo sapiens (Human)
A0A126GWR2	A0A126GWR2_HUMAN	OR10G4	Homo sapiens (Human)
A0A126GWR5	A0A126GWR5_HUMAN	OR10G4	Homo sapiens (Human)
A0A126GWR9	A0A126GWR9_HUMAN	OR10G4	Homo sapiens (Human)
A0A126GWS5	A0A126GWS5_HUMAN	OR10G4	Homo sapiens (Human)
Q8NGN3	O10G4_HUMAN	OR10G4	Homo sapiens (Human)
A0A126GVE1	A0A126GVE1_HUMAN	OR10G7	Homo sapiens (Human)
A0A126GWF2	A0A126GWF2_HUMAN	OR10G7	Homo sapiens (Human)
A0A126GWF3	A0A126GWF3_HUMAN	OR10G7	Homo sapiens (Human)
A0A126GWH4	A0A126GWH4_HUMAN	OR10G7	Homo sapiens (Human)
Q8NGN6	O10G7_HUMAN	OR10G7	Homo sapiens (Human)
A0A126GVX3	A0A126GVX3_HUMAN	OR10G8	Homo sapiens (Human)
Q8NGN5	O10G8_HUMAN	OR10G8	Homo sapiens (Human)
A0A126GVJ6	A0A126GVJ6_HUMAN	OR10G9	Homo sapiens (Human)
Q8NGN4	O10G9_HUMAN	OR10G9 OR10G10P	Homo sapiens (Human)
A0A126GVU5	A0A126GVU5_HUMAN	OR10H1	Homo sapiens (Human)
A0A126GWG6	A0A126GWG6_HUMAN	OR10H1 hCG_1643624	Homo sapiens (Human)
Q9Y4A9	O10H1_HUMAN	OR10H1	Homo sapiens (Human)
A0A126GW39	A0A126GW39_HUMAN	OR10H2	Homo sapiens (Human)
A0A126GWJ7	A0A126GWJ7_HUMAN	OR10H2 hCG_2039409	Homo sapiens (Human)
O60403	O10H2_HUMAN	OR10H2	Homo sapiens (Human)
A0A126GW93	A0A126GW93_HUMAN	OR10H3	Homo sapiens (Human)
O60404	O10H3_HUMAN	OR10H3	Homo sapiens (Human)
A0A126GVV2	A0A126GVV2_HUMAN	OR10H4	Homo sapiens (Human)
Q8NGA5	O10H4_HUMAN	OR10H4	Homo sapiens (Human)
A0A126GVV8	A0A126GVV8_HUMAN	OR10H5	Homo sapiens (Human)
A0A126GWE9	A0A126GWE9_HUMAN	OR10H5	Homo sapiens (Human)
A0A126GWF1	A0A126GWF1_HUMAN	OR10H5	Homo sapiens (Human)
A0A126GWH2	A0A126GWH2_HUMAN	OR10H5	Homo sapiens (Human)
A0A126GWI4	A0A126GWI4_HUMAN	OR10H5	Homo sapiens (Human)
Q8NGA6	O10H5_HUMAN	OR10H5	Homo sapiens (Human)
A0A126GWQ9	A0A126GWQ9_HUMAN	OR10J1	Homo sapiens (Human)
P30954	O10J1_HUMAN	OR10J1	Homo sapiens (Human)
A0A126GW77	A0A126GW77_HUMAN	OR10J3	Homo sapiens (Human)
Q5JRS4	O10J3_HUMAN	OR10J3 OR10J3P	Homo sapiens (Human)
A0A126GV70	A0A126GV70_HUMAN	OR10J5	Homo sapiens (Human)
A0A126GW09	A0A126GW09_HUMAN	OR10J5	Homo sapiens (Human)
Q8NHC4	O10J5_HUMAN	OR10J5	Homo sapiens (Human)
A0A126GV64	A0A126GV64_HUMAN	OR10K1	Homo sapiens (Human)
Q8NGX5	O10K1_HUMAN	OR10K1	Homo sapiens (Human)
A0A126GV65	A0A126GV65_HUMAN	OR10K2 hCG_2044642	Homo sapiens (Human)
Q6IF99	O10K2_HUMAN	OR10K2	Homo sapiens (Human)
A0A126GVQ0	A0A126GVQ0_HUMAN	OR10P1	Homo sapiens (Human)
Q8NGE3	O10P1_HUMAN	OR10P1 OR10P1P OR10P2P OR10P3P	Homo sapiens (Human)
A0A126GVI6	A0A126GVI6_HUMAN	OR10Q1	Homo sapiens (Human)
B9EIL7	B9EIL7_HUMAN	OR10Q1	Homo sapiens (Human)
Q8NGQ4	O10Q1_HUMAN	OR10Q1	Homo sapiens (Human)
A0A126GVU0	A0A126GVU0_HUMAN	OR10R2	Homo sapiens (Human)
A0A126GVZ9	A0A126GVZ9_HUMAN	OR10R2 hCG_39949	Homo sapiens (Human)
A0A286YEZ2	A0A286YEZ2_HUMAN	OR10R2	Homo sapiens (Human)
Q8NGX6	O10R2_HUMAN	OR10R2	Homo sapiens (Human)
A0A286YF54	A0A286YF54_HUMAN	OR10S1 hCG_2044286	Homo sapiens (Human)
Q8NGN2	O10S1_HUMAN	OR10S1	Homo sapiens (Human)
A0A126GV74	A0A126GV74_HUMAN	OR10T2 hCG_2040323	Homo sapiens (Human)
Q8NGX3	O10T2_HUMAN	OR10T2	Homo sapiens (Human)
A0A126GW89	A0A126GW89_HUMAN	OR10V1	Homo sapiens (Human)
Q8NGI7	O10V1_HUMAN	OR10V1	Homo sapiens (Human)
A0A126GVH2	A0A126GVH2_HUMAN	OR10W1	Homo sapiens (Human)
Q8NGF6	O10W1_HUMAN	OR10W1 OR10W1P UNQ6469/PRO34070	Homo sapiens (Human)
A0A126GVW1	A0A126GVW1_HUMAN	OR10X1	Homo sapiens (Human)
A0A126GWA4	A0A126GWA4_HUMAN	OR10X1	Homo sapiens (Human)
Q8NGY0	O10X1_HUMAN	OR10X1 OR10X1P	Homo sapiens (Human)
A0A126GV63	A0A126GV63_HUMAN	OR10Z1	Homo sapiens (Human)
Q8NGY1	O10Z1_HUMAN	OR10Z1	Homo sapiens (Human)
A0A024RCH9	A0A024RCH9_HUMAN	OR11A1 hCG_1748532	Homo sapiens (Human)
A2RRF6	A2RRF6_HUMAN	OR11A1	Homo sapiens (Human)
Q9GZK7	O11A1_HUMAN	OR11A1 OR11A2	Homo sapiens (Human)
A0A126GWS8	A0A126GWS8_HUMAN	OR11G2	Homo sapiens (Human)
Q8NGC1	O11G2_HUMAN	OR11G2	Homo sapiens (Human)
A0A126GV53	A0A126GV53_HUMAN	OR14A16	Homo sapiens (Human)
A0A126GWM6	A0A126GWM6_HUMAN	OR14A16	Homo sapiens (Human)
A0A126GWP4	A0A126GWP4_HUMAN	OR14A16	Homo sapiens (Human)
Q8NHC5	O14AG_HUMAN	OR14A16 OR5AT1	Homo sapiens (Human)
A0A126GV59	A0A126GV59_HUMAN	OR14C36	Homo sapiens (Human)
Q8NHC7	O14CZ_HUMAN	OR14C36 OR5BF1	Homo sapiens (Human)
A0A126GVW3	A0A126GVW3_HUMAN	OR14J1	Homo sapiens (Human)
A0A126GW10	A0A126GW10_HUMAN	OR14J1	Homo sapiens (Human)
A0A126GWP1	A0A126GWP1_HUMAN	OR14J1	Homo sapiens (Human)
A0A126GWQ8	A0A126GWQ8_HUMAN	OR14J1	Homo sapiens (Human)
Q9UGF5	O14J1_HUMAN	OR14J1 OR5U1	Homo sapiens (Human)
A0A126GV77	A0A126GV77_HUMAN	OR14K1	Homo sapiens (Human)
Q8NGZ2	O14K1_HUMAN	OR14K1 OR5AY1	Homo sapiens (Human)
A0A126GW88	A0A126GW88_HUMAN	OR1A1	Homo sapiens (Human)
A0A126GW98	A0A126GW98_HUMAN	OR1A1	Homo sapiens (Human)
A0A126GWA0	A0A126GWA0_HUMAN	OR1A1	Homo sapiens (Human)
A0A126GWA2	A0A126GWA2_HUMAN	OR1A1	Homo sapiens (Human)
Q9P1Q5	OR1A1_HUMAN	OR1A1	Homo sapiens (Human)
A0A126GVH4	A0A126GVH4_HUMAN	OR1A2	Homo sapiens (Human)
Q9Y585	OR1A2_HUMAN	OR1A2	Homo sapiens (Human)
Q8NGR6	OR1B1_HUMAN	OR1B1	Homo sapiens (Human)
A0A126GV94	A0A126GV94_HUMAN	OR1C1	Homo sapiens (Human)
Q15619	OR1C1_HUMAN	OR1C1	Homo sapiens (Human)
A0A126GVV4	A0A126GVV4_HUMAN	OR1D2 hCG_2039669	Homo sapiens (Human)
A0A126GWN1	A0A126GWN1_HUMAN	OR1D2	Homo sapiens (Human)
A0A126GWN6	A0A126GWN6_HUMAN	OR1D2	Homo sapiens (Human)
A0A126GWN9	A0A126GWN9_HUMAN	OR1D2	Homo sapiens (Human)
A0A126GWP7	A0A126GWP7_HUMAN	OR1D2	Homo sapiens (Human)
P34982	OR1D2_HUMAN	OR1D2 OLFR1	Homo sapiens (Human)
A0A126GWI8	A0A126GWI8_HUMAN	OR1D4	Homo sapiens (Human)
P47884	OR1D4_HUMAN	OR1D4	Homo sapiens (Human)
A0A126GVQ6	A0A126GVQ6_HUMAN	OR1D5	Homo sapiens (Human)
A0A126GWN8	A0A126GWN8_HUMAN	OR1D5	Homo sapiens (Human)
A0A126GWR1	A0A126GWR1_HUMAN	OR1D5	Homo sapiens (Human)
A0A126GWT7	A0A126GWT7_HUMAN	OR1D5	Homo sapiens (Human)
A0AUK4	A0AUK4_HUMAN	OR1D5	Homo sapiens (Human)
P58170	OR1D5_HUMAN	OR1D5	Homo sapiens (Human)
A0A126GVU7	A0A126GVU7_HUMAN	OR1E5 OR1E1	Homo sapiens (Human)
P30953	OR1E1_HUMAN	OR1E1 OR1E5 OR1E6 OR1E9P	Homo sapiens (Human)
A0A126GW63	A0A126GW63_HUMAN	OR1E2	Homo sapiens (Human)
A0A126GW81	A0A126GW81_HUMAN	OR1E2 hCG_1775671	Homo sapiens (Human)
P47887	OR1E2_HUMAN	OR1E2 OR1E4	Homo sapiens (Human)
A0A126GVR9	A0A126GVR9_HUMAN	OR1F1 hCG_1984382	Homo sapiens (Human)
O43749	OR1F1_HUMAN	OR1F1 OLFMF OR1F10 OR1F4 OR1F5 OR1F6 OR1F7 OR1F8 OR1F9	Homo sapiens (Human)
A0A126GW57	A0A126GW57_HUMAN	OR1G1 hCG_1645105	Homo sapiens (Human)
P47890	OR1G1_HUMAN	OR1G1 OR1G2	Homo sapiens (Human)
A0A126GW67	A0A126GW67_HUMAN	OR1I1	Homo sapiens (Human)
B2RU23	B2RU23_HUMAN	OR1I1	Homo sapiens (Human)
O60431	OR1I1_HUMAN	OR1I1	Homo sapiens (Human)
A0A126GWP9	A0A126GWP9_HUMAN	OR1J1	Homo sapiens (Human)
Q8NGS3	OR1J1_HUMAN	OR1J1	Homo sapiens (Human)
A0A126GW18	A0A126GW18_HUMAN	OR1J2	Homo sapiens (Human)
Q8NGS2	OR1J2_HUMAN	OR1J2 OR1J3 OR1J5	Homo sapiens (Human)
A0A126GW06	A0A126GW06_HUMAN	OR1J4	Homo sapiens (Human)
A3KME5	A3KME5_HUMAN	OR1J4	Homo sapiens (Human)
Q8NGS1	OR1J4_HUMAN	OR1J4	Homo sapiens (Human)
A0A126GVB9	A0A126GVB9_HUMAN	OR1K1	Homo sapiens (Human)
A0A126GVR0	A0A126GVR0_HUMAN	OR1K1	Homo sapiens (Human)
Q8NGR3	OR1K1_HUMAN	OR1K1	Homo sapiens (Human)
A0A0B4J1S0	A0A0B4J1S0_HUMAN	OR1L1	Homo sapiens (Human)
Q8NH94	OR1L1_HUMAN	OR1L1 OR1L2	Homo sapiens (Human)
A0A126GVD1	A0A126GVD1_HUMAN	OR1L3	Homo sapiens (Human)
Q8NH93	OR1L3_HUMAN	OR1L3	Homo sapiens (Human)
A0A126GVA7	A0A126GVA7_HUMAN	OR1L4	Homo sapiens (Human)
Q8NGR5	OR1L4_HUMAN	OR1L4 OR1L5	Homo sapiens (Human)
A0A0C4DFP2	A0A0C4DFP2_HUMAN	OR1L6	Homo sapiens (Human)
A0A126GWA9	A0A126GWA9_HUMAN	OR1L6	Homo sapiens (Human)
Q8NGR2	OR1L6_HUMAN	OR1L6 OR1L7	Homo sapiens (Human)
A0A126GVC5	A0A126GVC5_HUMAN	OR1L8	Homo sapiens (Human)
Q8NGR8	OR1L8_HUMAN	OR1L8	Homo sapiens (Human)
A0A126GVI5	A0A126GVI5_HUMAN	OR1M1	Homo sapiens (Human)
Q8NGA1	OR1M1_HUMAN	OR1M1	Homo sapiens (Human)
A0A087WXB1	A0A087WXB1_HUMAN	OR1N1	Homo sapiens (Human)
A0A126GW31	A0A126GW31_HUMAN	OR1N1	Homo sapiens (Human)
A0A126GWH7	A0A126GWH7_HUMAN	OR1N1	Homo sapiens (Human)
Q8NGS0	OR1N1_HUMAN	OR1N1 OR1N3	Homo sapiens (Human)
A0A126GVE2	A0A126GVE2_HUMAN	OR1N2	Homo sapiens (Human)
A0A126GW94	A0A126GW94_HUMAN	OR1N2	Homo sapiens (Human)
Q8NGR9	OR1N2_HUMAN	OR1N2	Homo sapiens (Human)
B9EIK1	B9EIK1_HUMAN	OR1Q1	Homo sapiens (Human)
Q15612	OR1Q1_HUMAN	OR1Q1 OR1Q2 OR1Q3	Homo sapiens (Human)
A0A126GW58	A0A126GW58_HUMAN	OR1S1	Homo sapiens (Human)
A0A286YF57	A0A286YF57_HUMAN	OR1S1	Homo sapiens (Human)
Q8NH92	OR1S1_HUMAN	OR1S1	Homo sapiens (Human)
A0A126GVG0	A0A126GVG0_HUMAN	OR1S2	Homo sapiens (Human)
A0A126GVG5	A0A126GVG5_HUMAN	OR1S2	Homo sapiens (Human)
A0A286YFI5	A0A286YFI5_HUMAN	OR1S2 hCG_2044401	Homo sapiens (Human)
Q8NGQ3	OR1S2_HUMAN	OR1S2	Homo sapiens (Human)
A0A126GVC1	A0A126GVC1_HUMAN	OR2A1	Homo sapiens (Human)
H9XFA9	H9XFA9_HUMAN	OR2A1	Homo sapiens (Human)
H9XFB0	H9XFB0_HUMAN	OR2A1	Homo sapiens (Human)
H9XFB1	H9XFB1_HUMAN	OR2A1	Homo sapiens (Human)
H9XFB2	H9XFB2_HUMAN	OR2A1	Homo sapiens (Human)
A4D2G4	A4D2G4_HUMAN	OR2A12 hCG_1685802 tcag7.1103	Homo sapiens (Human)
Q8NGT7	O2A12_HUMAN	OR2A12 OR2A12P	Homo sapiens (Human)
A0A126GVB0	A0A126GVB0_HUMAN	OR2A14	Homo sapiens (Human)
A4D2G5	A4D2G5_HUMAN	OR2A14 hCG_2040516 tcag7.1232	Homo sapiens (Human)
Q96R47	O2A14_HUMAN	OR2A14 OR2A14P OR2A6	Homo sapiens (Human)
A0A126GW45	A0A126GW45_HUMAN	OR2A2	Homo sapiens (Human)
A0A126GWB0	A0A126GWB0_HUMAN	OR2A2	Homo sapiens (Human)
Q6IF42	OR2A2_HUMAN	OR2A2 OR2A17P OR2A2P	Homo sapiens (Human)
A0A126GVV5	A0A126GVV5_HUMAN	OR2A25	Homo sapiens (Human)
A0A126GWG1	A0A126GWG1_HUMAN	OR2A25	Homo sapiens (Human)
A0A126GWI2	A0A126GWI2_HUMAN	OR2A25 hCG_1685803	Homo sapiens (Human)
A0A126GWJ6	A0A126GWJ6_HUMAN	OR2A25	Homo sapiens (Human)
A0A126GWK2	A0A126GWK2_HUMAN	OR2A25	Homo sapiens (Human)
A4D2G3	O2A25_HUMAN	OR2A25 OR2A25P OR2A27	Homo sapiens (Human)
A0A126GVW2	A0A126GVW2_HUMAN	OR2A4	Homo sapiens (Human)
O95047	OR2A4_HUMAN	OR2A4 OR2A10	Homo sapiens (Human)
A0A126GWC8	A0A126GWC8_HUMAN	OR2A42	Homo sapiens (Human)
Q8NGT9	OR2A1_HUMAN	OR2A1; OR2A42	Homo sapiens (Human)
A0A126GW49	A0A126GW49_HUMAN	OR2A5	Homo sapiens (Human)
B9EGX1	B9EGX1_HUMAN	OR2A5 hCG_19627	Homo sapiens (Human)
Q96R48	OR2A5_HUMAN	OR2A5 OR2A26 OR2A8	Homo sapiens (Human)
A0A126GVA9	A0A126GVA9_HUMAN	OR2A7	Homo sapiens (Human)
A0A126GWD8	A0A126GWD8_HUMAN	OR2A7	Homo sapiens (Human)
Q96R45	OR2A7_HUMAN	OR2A7	Homo sapiens (Human)
A0A126GVB7	A0A126GVB7_HUMAN	OR2AE1 hCG_1804975	Homo sapiens (Human)
Q8NHA4	O2AE1_HUMAN	OR2AE1 OR2AE2	Homo sapiens (Human)
A0A126GVD0	A0A126GVD0_HUMAN	OR2AG1	Homo sapiens (Human)
Q9H205	O2AG1_HUMAN	OR2AG1 OR2AG3	Homo sapiens (Human)
A0A126GVZ3	A0A126GVZ3_HUMAN	OR2AK2	Homo sapiens (Human)
A0A2C9F2M8	A0A2C9F2M8_HUMAN	OR2AK2	Homo sapiens (Human)
Q8NG84	O2AK2_HUMAN	OR2AK2 OR2AK1P	Homo sapiens (Human)
A0A126GVY5	A0A126GVY5_HUMAN	OR2B11	Homo sapiens (Human)
A0A126GWG0	A0A126GWG0_HUMAN	OR2B11	Homo sapiens (Human)
A0A126GWG4	A0A126GWG4_HUMAN	OR2B11	Homo sapiens (Human)
A0A126GWH3	A0A126GWH3_HUMAN	OR2B11	Homo sapiens (Human)
A0A126GWH8	A0A126GWH8_HUMAN	OR2B11	Homo sapiens (Human)
A0A126GWJ4	A0A126GWJ4_HUMAN	OR2B11	Homo sapiens (Human)
Q5JQS5	OR2BB_HUMAN	OR2B11	Homo sapiens (Human)
A0A126GWD0	A0A126GWD0_HUMAN	OR2B2	Homo sapiens (Human)
Q9GZK3	OR2B2_HUMAN	OR2B2 OR2B9	Homo sapiens (Human)
A0A126GV76	A0A126GV76_HUMAN	OR2B3	Homo sapiens (Human)
O76000	OR2B3_HUMAN	OR2B3 OR2B3P	Homo sapiens (Human)
A0A126GW55	A0A126GW55_HUMAN	OR2B6 hCG_1999027	Homo sapiens (Human)
P58173	OR2B6_HUMAN	OR2B6 OR2B1 OR2B1P OR2B5 OR2B6P	Homo sapiens (Human)
A0A126GVU4	A0A126GVU4_HUMAN	OR2C1	Homo sapiens (Human)
A0A126GVX2	A0A126GVX2_HUMAN	OR2C1	Homo sapiens (Human)
A0A126GVY2	A0A126GVY2_HUMAN	OR2C1	Homo sapiens (Human)
A0A126GVY6	A0A126GVY6_HUMAN	OR2C1	Homo sapiens (Human)
A0A126GW22	A0A126GW22_HUMAN	OR2C1	Homo sapiens (Human)
A0A126GWE8	A0A126GWE8_HUMAN	OR2C1	Homo sapiens (Human)
O95371	OR2C1_HUMAN	OR2C1 OR2C2P	Homo sapiens (Human)
A0A126GW27	A0A126GW27_HUMAN	OR2C3	Homo sapiens (Human)
Q8N628	OR2C3_HUMAN	OR2C3 OR2C4 OR2C5P	Homo sapiens (Human)
A0A126GVN9	A0A126GVN9_HUMAN	OR2D2	Homo sapiens (Human)
Q9H210	OR2D2_HUMAN	OR2D2 OR2D1	Homo sapiens (Human)
A0A126GW08	A0A126GW08_HUMAN	OR2D3	Homo sapiens (Human)
Q8NGH3	OR2D3_HUMAN	OR2D3	Homo sapiens (Human)
A0A126GV98	A0A126GV98_HUMAN	OR2F1	Homo sapiens (Human)
A0A126GWI1	A0A126GWI1_HUMAN	OR2F1	Homo sapiens (Human)
A0A126GWI5	A0A126GWI5_HUMAN	OR2F1	Homo sapiens (Human)
A0A126GWK3	A0A126GWK3_HUMAN	OR2F1	Homo sapiens (Human)
A0A126GWK4	A0A126GWK4_HUMAN	OR2F1	Homo sapiens (Human)
L8E9J5	L8E9J5_HUMAN	OR2F1	Homo sapiens (Human)
Q13607	OR2F1_HUMAN	OR2F1 OLF3 OR2F3 OR2F3P OR2F4 OR2F5	Homo sapiens (Human)
A0A126GV97	A0A126GV97_HUMAN	OR2F2 hCG_20246	Homo sapiens (Human)
B2RNC7	B2RNC7_HUMAN	OR2F2	Homo sapiens (Human)
O95006	OR2F2_HUMAN	OR2F2	Homo sapiens (Human)
A0A126GVT7	A0A126GVT7_HUMAN	OR2G2	Homo sapiens (Human)
A0A126GVW4	A0A126GVW4_HUMAN	OR2G2	Homo sapiens (Human)
Q8NGZ5	OR2G2_HUMAN	OR2G2	Homo sapiens (Human)
A0A126GVV3	A0A126GVV3_HUMAN	OR2G3	Homo sapiens (Human)
A0A126GVX0	A0A126GVX0_HUMAN	OR2G3	Homo sapiens (Human)
Q8NGZ4	OR2G3_HUMAN	OR2G3	Homo sapiens (Human)
A0A126GW53	A0A126GW53_HUMAN	OR2G6	Homo sapiens (Human)
Q5TZ20	OR2G6_HUMAN	OR2G6	Homo sapiens (Human)
A0A024RCM6	A0A024RCM6_HUMAN	OR2H1 hCG_1800160	Homo sapiens (Human)
Q9GZK4	OR2H1_HUMAN	OR2H1 OR2H6 OR2H8	Homo sapiens (Human)
A0A126GWH0	A0A126GWH0_HUMAN	OR2J3	Homo sapiens (Human)
A0A126GWH1	A0A126GWH1_HUMAN	OR2J3	Homo sapiens (Human)
A0A126GWH6	A0A126GWH6_HUMAN	OR2J3	Homo sapiens (Human)
A0A126GWJ0	A0A126GWJ0_HUMAN	OR2J3	Homo sapiens (Human)
A0A126GWR6	A0A126GWR6_HUMAN	OR2J3	Homo sapiens (Human)
A0A126GWT2	A0A126GWT2_HUMAN	OR2J3	Homo sapiens (Human)
A0A126GWT6	A0A126GWT6_HUMAN	OR2J3	Homo sapiens (Human)
A0A126GWU7	A0A126GWU7_HUMAN	OR2J3	Homo sapiens (Human)
A0A126GWU8	A0A126GWU8_HUMAN	OR2J3	Homo sapiens (Human)
A0A140T964	A0A140T964_HUMAN	OR2J3	Homo sapiens (Human)
O76001	OR2J3_HUMAN	OR2J3	Homo sapiens (Human)
A0A0C4DFP3	A0A0C4DFP3_HUMAN	OR2K2 hCG_1790497	Homo sapiens (Human)
Q8NGT1	OR2K2_HUMAN	OR2K2 OR2AR1P	Homo sapiens (Human)
A0A126GW96	A0A126GW96_HUMAN	OR2L13 hCG_1725377	Homo sapiens (Human)
Q8N349	OR2LD_HUMAN	OR2L13 OR2L14	Homo sapiens (Human)
A0A126GW34	A0A126GW34_HUMAN	OR2L2 hCG_2041355	Homo sapiens (Human)
Q8NH16	OR2L2_HUMAN	OR2L2 OR2L12 OR2L4P	Homo sapiens (Human)
A0A126GWB4	A0A126GWB4_HUMAN	OR2L3	Homo sapiens (Human)
Q8NG85	OR2L3_HUMAN	OR2L3	Homo sapiens (Human)
A0A126GW83	A0A126GW83_HUMAN	OR2L8	Homo sapiens (Human)
B9EIN6	B9EIN6_HUMAN	OR2L8	Homo sapiens (Human)
Q8NGY9	OR2L8_HUMAN	OR2L8	Homo sapiens (Human)
A0A126GW69	A0A126GW69_HUMAN	OR2M2	Homo sapiens (Human)
A0A126GWI3	A0A126GWI3_HUMAN	OR2M2	Homo sapiens (Human)
A0A126GWI7	A0A126GWI7_HUMAN	OR2M2 hCG_1747589	Homo sapiens (Human)
A0A126GWJ9	A0A126GWJ9_HUMAN	OR2M2	Homo sapiens (Human)
Q96R28	OR2M2_HUMAN	OR2M2	Homo sapiens (Human)
A0A126GV67	A0A126GV67_HUMAN	OR2M3	Homo sapiens (Human)
Q8NG83	OR2M3_HUMAN	OR2M3 OR2M3P OR2M6	Homo sapiens (Human)
A0A126GV73	A0A126GV73_HUMAN	OR2M4 hCG_1643372	Homo sapiens (Human)
Q96R27	OR2M4_HUMAN	OR2M4	Homo sapiens (Human)
A3KFT3	OR2M5_HUMAN	OR2M5 OR2M5P	Homo sapiens (Human)
Q8NH91	Q8NH91_HUMAN	OR2M5 hCG_2040518	Homo sapiens (Human)
A0A126GVX9	A0A126GVX9_HUMAN	OR2M7 O OR2M7 hCG_2040386	Homo sapiens (Human)
Q8NG81	OR2M7_HUMAN	OR2M7	Homo sapiens (Human)
A0A126GW56	A0A126GW56_HUMAN	OR2S2	Homo sapiens (Human)
Q9NQN1	OR2S1_HUMAN	OR2S2	Homo sapiens (Human)
A0A126GVY3	A0A126GVY3_HUMAN	OR2T1	Homo sapiens (Human)
A0A126GW40	A0A126GW40_HUMAN	OR2T1	Homo sapiens (Human)
A0A126GWK9	A0A126GWK9_HUMAN	OR2T1 hCG_1724362	Homo sapiens (Human)
A0A126GWM2	A0A126GWM2_HUMAN	OR2T1	Homo sapiens (Human)
O43869	OR2T1_HUMAN	OR2T1	Homo sapiens (Human)
A0A126GV79	A0A126GV79_HUMAN	OR2T10	Homo sapiens (Human)
Q8NGZ9	O2T10_HUMAN	OR2T10	Homo sapiens (Human)
B9EIN4	B9EIN4_HUMAN	OR2T11 hCG_1644736	Homo sapiens (Human)
Q8NH01	O2T11_HUMAN	OR2T11	Homo sapiens (Human)
Q8NG77	O2T12_HUMAN	OR2T12	Homo sapiens (Human)
A0A126GWE6	A0A126GWE6_HUMAN	OR2T2	Homo sapiens (Human)
Q6IF00	OR2T2_HUMAN	OR2T2 OR2T2P	Homo sapiens (Human)
Q8NH04	O2T27_HUMAN	OR2T27	Homo sapiens (Human)
A0A126GWF8	A0A126GWF8_HUMAN	OR2T29	Homo sapiens (Human)
Q8NH02	O2T29_HUMAN	OR2T29	Homo sapiens (Human)
A0A126GVW5	A0A126GVW5_HUMAN	OR2T3	Homo sapiens (Human)
Q8NH03	OR2T3_HUMAN	OR2T3	Homo sapiens (Human)
Q8NG76	O2T33_HUMAN	OR2T33	Homo sapiens (Human)
A0A126GV82	A0A126GV82_HUMAN	OR2T34	Homo sapiens (Human)
B9EGY8	B9EGY8_HUMAN	OR2T34	Homo sapiens (Human)
Q8NGX1	O2T34_HUMAN	OR2T34	Homo sapiens (Human)
A0A126GWB5	A0A126GWB5_HUMAN	OR2T35	Homo sapiens (Human)
Q8NGX2	O2T35_HUMAN	OR2T35	Homo sapiens (Human)
A0A126GVU6	A0A126GVU6_HUMAN	OR2T4	Homo sapiens (Human)
A0A2C9F2M9	A0A2C9F2M9_HUMAN	OR2T4	Homo sapiens (Human)
Q8NH00	OR2T4_HUMAN	OR2T4	Homo sapiens (Human)
