yourlist:M201803228A530B6CA0138AFAA6D2B97CE8C2A924102F3CB	Entry	Entry name	Gene names	Organism
Q8IZE3	Q8IZE3	PACE1_HUMAN	SCYL3 PACE1	Homo sapiens (Human)
P00747	P00747	PLMN_HUMAN	PLG	Homo sapiens (Human)
P00742	P00742	FA10_HUMAN	F10	Homo sapiens (Human)
P30307	P30307	MPIP3_HUMAN	CDC25C	Homo sapiens (Human)
P33991	P33991	MCM4_HUMAN	MCM4 CDC21	Homo sapiens (Human)
Q04323	Q04323	UBXN1_HUMAN	UBXN1 SAKS1	Homo sapiens (Human)
P49459	P49459	UBE2A_HUMAN	UBE2A RAD6A	Homo sapiens (Human)
Q15078	Q15078	CD5R1_HUMAN	CDK5R1 CDK5R NCK5A	Homo sapiens (Human)
P22674	P22674	CCNO_HUMAN	CCNO	Homo sapiens (Human)
Q8WXE1	Q8WXE1	ATRIP_HUMAN	ATRIP AGS1	Homo sapiens (Human)
P18858	P18858	DNLI1_HUMAN	LIG1	Homo sapiens (Human)
Q16667	Q16667	CDKN3_HUMAN	CDKN3 CDI1 CIP2 KAP	Homo sapiens (Human)
P61024	P61024	CKS1_HUMAN	CKS1B CKS1 PNAS-143 PNAS-16	Homo sapiens (Human)
Q8WWL7	Q8WWL7	CCNB3_HUMAN	CCNB3 CYCB3	Homo sapiens (Human)
O75909	O75909	CCNK_HUMAN	CCNK CPR4	Homo sapiens (Human)
O95067	O95067	CCNB2_HUMAN	CCNB2	Homo sapiens (Human)
Q12974	Q12974	TP4A2_HUMAN	PTP4A2 PRL2 PTPCAAX2 BM-008	Homo sapiens (Human)
P60900	P60900	PSA6_HUMAN	PSMA6 PROS27	Homo sapiens (Human)
Q8IZL9	Q8IZL9	CDK20_HUMAN	CDK20 CCRK CDCH	Homo sapiens (Human)
Q5MJ70	Q5MJ70	SPDYA_HUMAN	SPDYA SPDY1 SPY1	Homo sapiens (Human)
P33552	P33552	CKS2_HUMAN	CKS2	Homo sapiens (Human)
Q9Y496	Q9Y496	KIF3A_HUMAN	KIF3A KIF3	Homo sapiens (Human)
Q13563	Q13563	PKD2_HUMAN	PKD2 TRPP2	Homo sapiens (Human)
Q9HBA0	Q9HBA0	TRPV4_HUMAN	TRPV4 VRL2 VROAC	Homo sapiens (Human)
P48995	P48995	TRPC1_HUMAN	TRPC1 TRP1	Homo sapiens (Human)
O60610	O60610	DIAP1_HUMAN	DIAPH1 DIAP1	Homo sapiens (Human)
P14314	P14314	GLU2B_HUMAN	PRKCSH G19P1	Homo sapiens (Human)
Q13190	Q13190	STX5_HUMAN	STX5 STX5A	Homo sapiens (Human)
P08F94	P08F94	PKHD1_HUMAN	PKHD1 FCYT TIGM1	Homo sapiens (Human)
Q92783	Q92783	STAM1_HUMAN	STAM STAM1	Homo sapiens (Human)
Q99650	Q99650	OSMR_HUMAN	OSMR OSMRB	Homo sapiens (Human)
Q8NI17	Q8NI17	IL31R_HUMAN	IL31RA CRL3 GPL UNQ6368/PRO21073/PRO21384	Homo sapiens (Human)
Q92636	Q92636	FAN_HUMAN	NSMAF FAN	Homo sapiens (Human)
P01374	P01374	TNFB_HUMAN	LTA TNFB TNFSF1	Homo sapiens (Human)
Q9Y6D5	Q9Y6D5	BIG2_HUMAN	ARFGEF2 ARFGEP2 BIG2	Homo sapiens (Human)
O95429	O95429	BAG4_HUMAN	BAG4 SODD	Homo sapiens (Human)
P41182	P41182	BCL6_HUMAN	BCL6 BCL5 LAZ3 ZBTB27 ZNF51	Homo sapiens (Human)
P48443	P48443	RXRG_HUMAN	RXRG NR2B3	Homo sapiens (Human)
P04198	P04198	MYCN_HUMAN	MYCN BHLHE37 NMYC	Homo sapiens (Human)
Q9Y6D9	Q9Y6D9	MD1L1_HUMAN	MAD1L1 MAD1 TXBP181	Homo sapiens (Human)
Q8NHY2	Q8NHY2	RFWD2_HUMAN	RFWD2 COP1 RNF200	Homo sapiens (Human)
O60285	O60285	NUAK1_HUMAN	NUAK1 ARK5 KIAA0537 OMPHK1	Homo sapiens (Human)
Q13627	Q13627	DYR1A_HUMAN	DYRK1A DYRK MNB MNBH	Homo sapiens (Human)
Q99728	Q99728	BARD1_HUMAN	BARD1	Homo sapiens (Human)
Q03468	Q03468	ERCC6_HUMAN	ERCC6 CSB	Homo sapiens (Human)
P19447	P19447	ERCC3_HUMAN	ERCC3 XPB XPBC	Homo sapiens (Human)
Q7LG56	Q7LG56	RIR2B_HUMAN	RRM2B P53R2	Homo sapiens (Human)
Q9NYZ3	Q9NYZ3	GTSE1_HUMAN	GTSE1	Homo sapiens (Human)
Q8N163	Q8N163	CCAR2_HUMAN	CCAR2 DBC1 KIAA1967	Homo sapiens (Human)
Q96S44	Q96S44	PRPK_HUMAN	TP53RK C20orf64 PRPK	Homo sapiens (Human)
P08183	P08183	MDR1_HUMAN	ABCB1 MDR1 PGY1	Homo sapiens (Human)
Q8WYH8	Q8WYH8	ING5_HUMAN	ING5	Homo sapiens (Human)
Q13625	Q13625	ASPP2_HUMAN	TP53BP2 ASPP2 BBP	Homo sapiens (Human)
Q9NQR1	Q9NQR1	KMT5A_HUMAN	KMT5A PRSET7 SET07 SET8 SETD8	Homo sapiens (Human)
Q92794	Q92794	KAT6A_HUMAN	KAT6A MOZ MYST3 RUNXBP2 ZNF220	Homo sapiens (Human)
Q9NRM7	Q9NRM7	LATS2_HUMAN	LATS2 KPM	Homo sapiens (Human)
Q16666	Q16666	IF16_HUMAN	IFI16 IFNGIP1	Homo sapiens (Human)
Q96RL1	Q96RL1	UIMC1_HUMAN	UIMC1 RAP80 RXRIP110	Homo sapiens (Human)
P40692	P40692	MLH1_HUMAN	MLH1 COCA2	Homo sapiens (Human)
Q9NPP4	Q9NPP4	NLRC4_HUMAN	NLRC4 CARD12 CLAN CLAN1 IPAF UNQ6189/PRO20215	Homo sapiens (Human)
Q86XK2	Q86XK2	FBX11_HUMAN	FBXO11 FBX11 PRMT9 VIT1 UG063H01	Homo sapiens (Human)
P09936	P09936	UCHL1_HUMAN	UCHL1	Homo sapiens (Human)
P61086	P61086	UBE2K_HUMAN	UBE2K HIP2 LIG	Homo sapiens (Human)
P29965	P29965	CD40L_HUMAN	CD40LG CD40L TNFSF5 TRAP	Homo sapiens (Human)
P26447	P26447	S10A4_HUMAN	S100A4 CAPL MTS1	Homo sapiens (Human)
Q9NXV6	Q9NXV6	CARF_HUMAN	CDKN2AIP CARF	Homo sapiens (Human)
Q6PCD5	Q6PCD5	RFWD3_HUMAN	RFWD3 RNF201	Homo sapiens (Human)
Q99608	Q99608	NECD_HUMAN	NDN	Homo sapiens (Human)
P62829	P62829	RL23_HUMAN	RPL23	Homo sapiens (Human)
P49915	P49915	GUAA_HUMAN	GMPS	Homo sapiens (Human)
P61254	P61254	RL26_HUMAN	RPL26	Homo sapiens (Human)
Q66K89	Q66K89	E4F1_HUMAN	E4F1 E4F	Homo sapiens (Human)
Q9H7Z6	Q9H7Z6	KAT8_HUMAN	KAT8 MOF MYST1 PP7073	Homo sapiens (Human)
Q9Y478	Q9Y478	AAKB1_HUMAN	PRKAB1 AMPK	Homo sapiens (Human)
Q03701	Q03701	CEBPZ_HUMAN	CEBPZ CBF2	Homo sapiens (Human)
P51959	P51959	CCNG1_HUMAN	CCNG1 CCNG CYCG1	Homo sapiens (Human)
Q9BUJ2	Q9BUJ2	HNRL1_HUMAN	HNRNPUL1 E1BAP5 HNRPUL1	Homo sapiens (Human)
Q6P3S6	Q6P3S6	FBX42_HUMAN	FBXO42 FBX42 JFK KIAA1332	Homo sapiens (Human)
Q9HCM9	Q9HCM9	TRI39_HUMAN	TRIM39 RNF23 TFP	Homo sapiens (Human)
Q9NRC8	Q9NRC8	SIR7_HUMAN	SIRT7 SIR2L7	Homo sapiens (Human)
P46695	P46695	IEX1_HUMAN	IER3 DIF2 IEX1 PRG1	Homo sapiens (Human)
P00374	P00374	DYR_HUMAN	DHFR	Homo sapiens (Human)
O95997	O95997	PTTG1_HUMAN	PTTG1 EAP1 PTTG TUTR1	Homo sapiens (Human)
Q96PU4	Q96PU4	UHRF2_HUMAN	UHRF2 NIRF RNF107	Homo sapiens (Human)
Q7Z7E8	Q7Z7E8	UB2Q1_HUMAN	UBE2Q1 NICE5 UBE2Q PRO3094	Homo sapiens (Human)
Q96KQ4	Q96KQ4	ASPP1_HUMAN	PPP1R13B ASPP1 KIAA0771	Homo sapiens (Human)
Q96A56	Q96A56	T53I1_HUMAN	TP53INP1 P53DINP1 SIP	Homo sapiens (Human)
Q06945	Q06945	SOX4_HUMAN	SOX4	Homo sapiens (Human)
Q9BTV7	Q9BTV7	CABL2_HUMAN	CABLES2 C20orf150	Homo sapiens (Human)
Q9UEE5	Q9UEE5	ST17A_HUMAN	STK17A DRAK1	Homo sapiens (Human)
Q04837	Q04837	SSBP_HUMAN	SSBP1 SSBP	Homo sapiens (Human)
Q9NR12	Q9NR12	PDLI7_HUMAN	PDLIM7 ENIGMA	Homo sapiens (Human)
Q9BUP3	Q9BUP3	HTAI2_HUMAN	HTATIP2 CC3 TIP30	Homo sapiens (Human)
Q9UM63	Q9UM63	PLAL1_HUMAN	PLAGL1 LOT1 ZAC	Homo sapiens (Human)
Q8NE63	Q8NE63	HIPK4_HUMAN	HIPK4	Homo sapiens (Human)
Q9HCI7	Q9HCI7	MSL2_HUMAN	MSL2 KIAA1585 MSL2L1 RNF184	Homo sapiens (Human)
Q9BUR4	Q9BUR4	WAP53_HUMAN	WRAP53 TCAB1 WDR79	Homo sapiens (Human)
O15391	O15391	TYY2_HUMAN	YY2 ZNF631	Homo sapiens (Human)
O00555	O00555	CAC1A_HUMAN	CACNA1A CACH4 CACN3 CACNL1A4	Homo sapiens (Human)
Q15700	Q15700	DLG2_HUMAN	DLG2	Homo sapiens (Human)
P63252	P63252	KCNJ2_HUMAN	KCNJ2 IRK1	Homo sapiens (Human)
Q13224	Q13224	NMDE2_HUMAN	GRIN2B NMDAR2B	Homo sapiens (Human)
Q09161	Q09161	NCBP1_HUMAN	NCBP1 CBP80 NCBP	Homo sapiens (Human)
Q53EL6	Q53EL6	PDCD4_HUMAN	PDCD4 H731	Homo sapiens (Human)
P55010	P55010	IF5_HUMAN	EIF5	Homo sapiens (Human)
P52298	P52298	NCBP2_HUMAN	NCBP2 CBP20 PIG55	Homo sapiens (Human)
Q14152	Q14152	EIF3A_HUMAN	EIF3A EIF3S10 KIAA0139	Homo sapiens (Human)
O75822	O75822	EIF3J_HUMAN	EIF3J EIF3S1 PRO0391	Homo sapiens (Human)
Q9H4P4	Q9H4P4	RNF41_HUMAN	RNF41 FLRF NRDP1 SBBI03	Homo sapiens (Human)
Q02297	Q02297	NRG1_HUMAN	NRG1 GGF HGL HRGA NDF SMDF	Homo sapiens (Human)
P78536	P78536	ADA17_HUMAN	ADAM17 CSVP TACE	Homo sapiens (Human)
Q9BZG2	Q9BZG2	PPAT_HUMAN	ACP4 ACPT	Homo sapiens (Human)
Q8WWG1	Q8WWG1	NRG4_HUMAN	NRG4	Homo sapiens (Human)
O14511	O14511	NRG2_HUMAN	NRG2 NTAK	Homo sapiens (Human)
P56975	P56975	NRG3_HUMAN	NRG3	Homo sapiens (Human)
Q9UPU5	Q9UPU5	UBP24_HUMAN	USP24 KIAA1057	Homo sapiens (Human)
P16389	P16389	KCNA2_HUMAN	KCNA2	Homo sapiens (Human)
Q13936	Q13936	CAC1C_HUMAN	CACNA1C CACH2 CACN2 CACNL1A1 CCHL1A1	Homo sapiens (Human)
P22001	P22001	KCNA3_HUMAN	KCNA3 HGK5	Homo sapiens (Human)
O14490	O14490	DLGP1_HUMAN	DLGAP1 DAP1 GKAP	Homo sapiens (Human)
P08588	P08588	ADRB1_HUMAN	ADRB1 ADRB1R B1AR	Homo sapiens (Human)
Q7KZI7	Q7KZI7	MARK2_HUMAN	MARK2 EMK1	Homo sapiens (Human)
O14578	O14578	CTRO_HUMAN	CIT CRIK KIAA0949 STK21	Homo sapiens (Human)
P48050	P48050	KCNJ4_HUMAN	KCNJ4 IRK3	Homo sapiens (Human)
Q9P021	Q9P021	CRIPT_HUMAN	CRIPT HSPC139	Homo sapiens (Human)
P35609	P35609	ACTN2_HUMAN	ACTN2	Homo sapiens (Human)
Q8N2Q7	Q8N2Q7	NLGN1_HUMAN	NLGN1 KIAA1070	Homo sapiens (Human)
O43166	O43166	SI1L1_HUMAN	SIPA1L1 E6TP1 KIAA0440	Homo sapiens (Human)
Q96FS4	Q96FS4	SIPA1_HUMAN	SIPA1 SPA1	Homo sapiens (Human)
Q9NSA2	Q9NSA2	KCND1_HUMAN	KCND1	Homo sapiens (Human)
Q7Z6J2	Q7Z6J2	GRASP_HUMAN	GRASP	Homo sapiens (Human)
P13224	P13224	GP1BB_HUMAN	GP1BB	Homo sapiens (Human)
P14770	P14770	GPIX_HUMAN	GP9	Homo sapiens (Human)
P51003	P51003	PAPOA_HUMAN	PAPOLA PAP	Homo sapiens (Human)
P27448	P27448	MARK3_HUMAN	MARK3 CTAK1 EMK2	Homo sapiens (Human)
Q15208	Q15208	STK38_HUMAN	STK38 NDR1	Homo sapiens (Human)
P19634	P19634	SL9A1_HUMAN	SLC9A1 APNH1 NHE1	Homo sapiens (Human)
P61587	P61587	RND3_HUMAN	RND3 ARHE RHO8 RHOE	Homo sapiens (Human)
P08670	P08670	VIME_HUMAN	VIM	Homo sapiens (Human)
Q9Y2H1	Q9Y2H1	ST38L_HUMAN	STK38L KIAA0965 NDR2	Homo sapiens (Human)
Q8IVT5	Q8IVT5	KSR1_HUMAN	KSR1 KSR	Homo sapiens (Human)
Q9H257	Q9H257	CARD9_HUMAN	CARD9	Homo sapiens (Human)
P55040	P55040	GEM_HUMAN	GEM KIR	Homo sapiens (Human)
Q92730	Q92730	RND1_HUMAN	RND1 RHO6	Homo sapiens (Human)
Q96S53	Q96S53	TESK2_HUMAN	TESK2	Homo sapiens (Human)
Q15569	Q15569	TESK1_HUMAN	TESK1	Homo sapiens (Human)
P52198	P52198	RND2_HUMAN	RND2 ARHN RHO7	Homo sapiens (Human)
Q9BRS2	Q9BRS2	RIOK1_HUMAN	RIOK1	Homo sapiens (Human)
P02545	P02545	LMNA_HUMAN	LMNA LMN1	Homo sapiens (Human)
P21980	P21980	TGM2_HUMAN	TGM2	Homo sapiens (Human)
P29374	P29374	ARI4A_HUMAN	ARID4A RBBP1 RBP1	Homo sapiens (Human)
P42685	P42685	FRK_HUMAN	FRK PTK5 RAK	Homo sapiens (Human)
O14682	O14682	ENC1_HUMAN	ENC1 KLHL37 NRPB PIG10	Homo sapiens (Human)
Q9UBU8	Q9UBU8	MO4L1_HUMAN	MORF4L1 MRG15 FWP006 HSPC008 HSPC061 PP368	Homo sapiens (Human)
P31314	P31314	TLX1_HUMAN	TLX1 HOX11 TCL3	Homo sapiens (Human)
P24863	P24863	CCNC_HUMAN	CCNC	Homo sapiens (Human)
P05120	P05120	PAI2_HUMAN	SERPINB2 PAI2 PLANH2	Homo sapiens (Human)
O15550	O15550	KDM6A_HUMAN	KDM6A UTX	Homo sapiens (Human)
Q5T8A7	Q5T8A7	PPR26_HUMAN	PPP1R26 KIAA0649	Homo sapiens (Human)
P55345	P55345	ANM2_HUMAN	PRMT2 HMT1 HRMT1L1	Homo sapiens (Human)
P04004	P04004	VTNC_HUMAN	VTN	Homo sapiens (Human)
O14713	O14713	ITBP1_HUMAN	ITGB1BP1 ICAP1	Homo sapiens (Human)
P56199	P56199	ITA1_HUMAN	ITGA1	Homo sapiens (Human)
P78509	P78509	RELN_HUMAN	RELN	Homo sapiens (Human)
O75553	O75553	DAB1_HUMAN	DAB1	Homo sapiens (Human)
P23142	P23142	FBLN1_HUMAN	FBLN1 PP213	Homo sapiens (Human)
P53708	P53708	ITA8_HUMAN	ITGA8	Homo sapiens (Human)
Q9UKX5	Q9UKX5	ITA11_HUMAN	ITGA11 MSTP018	Homo sapiens (Human)
O75578	O75578	ITA10_HUMAN	ITGA10 UNQ468/PRO827	Homo sapiens (Human)
P09327	P09327	VILI_HUMAN	VIL1 VIL	Homo sapiens (Human)
Q9UN19	Q9UN19	DAPP1_HUMAN	DAPP1 BAM32 HSPC066	Homo sapiens (Human)
P68104	P68104	EF1A1_HUMAN	EEF1A1 EEF1A EF1A LENG7	Homo sapiens (Human)
Q9GZY6	Q9GZY6	NTAL_HUMAN	LAT2 LAB NTAL WBS15 WBSCR15 WBSCR5 HSPC046	Homo sapiens (Human)
O95817	O95817	BAG3_HUMAN	BAG3 BIS	Homo sapiens (Human)
Q00169	Q00169	PIPNA_HUMAN	PITPNA PITPN	Homo sapiens (Human)
P30556	P30556	AGTR1_HUMAN	AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B	Homo sapiens (Human)
P63211	P63211	GBG1_HUMAN	GNGT1	Homo sapiens (Human)
P16520	P16520	GBB3_HUMAN	GNB3	Homo sapiens (Human)
P59768	P59768	GBG2_HUMAN	GNG2	Homo sapiens (Human)
Q13470	Q13470	TNK1_HUMAN	TNK1	Homo sapiens (Human)
P63215	P63215	GBG3_HUMAN	GNG3 GNGT3	Homo sapiens (Human)
Q15118	Q15118	PDK1_HUMAN	PDK1 PDHK1	Homo sapiens (Human)
P56159	P56159	GFRA1_HUMAN	GFRA1 GDNFRA RETL1 TRNR1	Homo sapiens (Human)
P39905	P39905	GDNF_HUMAN	GDNF	Homo sapiens (Human)
Q6PKX4	Q6PKX4	DOK6_HUMAN	DOK6 DOK5L	Homo sapiens (Human)
Q99748	Q99748	NRTN_HUMAN	NRTN	Homo sapiens (Human)
Q15911	Q15911	ZFHX3_HUMAN	ZFHX3 ATBF1	Homo sapiens (Human)
P57678	P57678	GEMI4_HUMAN	GEMIN4	Homo sapiens (Human)
Q2M2I8	Q2M2I8	AAK1_HUMAN	AAK1 KIAA1048	Homo sapiens (Human)
O43493	O43493	TGON2_HUMAN	TGOLN2 TGN46 TGN51	Homo sapiens (Human)
Q9UBC2	Q9UBC2	EP15R_HUMAN	EPS15L1 EPS15R	Homo sapiens (Human)
Q8WTR7	Q8WTR7	ZN473_HUMAN	ZNF473 KIAA1141 ZFP100	Homo sapiens (Human)
P51817	P51817	PRKX_HUMAN	PRKX PKX1	Homo sapiens (Human)
Q13002	Q13002	GRIK2_HUMAN	GRIK2 GLUR6	Homo sapiens (Human)
Q9NRD5	Q9NRD5	PICK1_HUMAN	PICK1 PRKCABP	Homo sapiens (Human)
Q13257	Q13257	MD2L1_HUMAN	MAD2L1 MAD2	Homo sapiens (Human)
O14777	O14777	NDC80_HUMAN	NDC80 HEC HEC1 KNTC2	Homo sapiens (Human)
P12270	P12270	TPR_HUMAN	TPR	Homo sapiens (Human)
O43684	O43684	BUB3_HUMAN	BUB3	Homo sapiens (Human)
Q562F6	Q562F6	SGO2_HUMAN	SGO2 SGOL2	Homo sapiens (Human)
O95229	O95229	ZWINT_HUMAN	ZWINT	Homo sapiens (Human)
O15205	O15205	UBD_HUMAN	UBD FAT10	Homo sapiens (Human)
Q9UJX5	Q9UJX5	APC4_HUMAN	ANAPC4 APC4	Homo sapiens (Human)
Q9UBU7	Q9UBU7	DBF4A_HUMAN	DBF4 ASK DBF4A ZDBF1	Homo sapiens (Human)
Q9BRT9	Q9BRT9	SLD5_HUMAN	GINS4 SLD5	Homo sapiens (Human)
O75419	O75419	CDC45_HUMAN	CDC45 CDC45L CDC45L2 UNQ374/PRO710	Homo sapiens (Human)
O43929	O43929	ORC4_HUMAN	ORC4 ORC4L	Homo sapiens (Human)
Q9UJA3	Q9UJA3	MCM8_HUMAN	MCM8 C20orf154	Homo sapiens (Human)
Q9Y248	Q9Y248	PSF2_HUMAN	GINS2 PSF2 CGI-122 DC5 HSPC037	Homo sapiens (Human)
O60602	O60602	TLR5_HUMAN	TLR5 TIL3	Homo sapiens (Human)
P03951	P03951	FA11_HUMAN	F11	Homo sapiens (Human)
O60507	O60507	TPST1_HUMAN	TPST1	Homo sapiens (Human)
P00748	P00748	FA12_HUMAN	F12	Homo sapiens (Human)
Q92945	Q92945	FUBP2_HUMAN	KHSRP FUBP2	Homo sapiens (Human)
Q53G59	Q53G59	KLH12_HUMAN	KLHL12 C3IP1	Homo sapiens (Human)
Q9Y608	Q9Y608	LRRF2_HUMAN	LRRFIP2	Homo sapiens (Human)
Q92530	Q92530	PSMF1_HUMAN	PSMF1	Homo sapiens (Human)
Q969G9	Q969G9	NKD1_HUMAN	NKD1 NKD PP7246	Homo sapiens (Human)
O75716	O75716	STK16_HUMAN	STK16 MPSK1 PKL12 TSF1	Homo sapiens (Human)
P27037	P27037	AVR2A_HUMAN	ACVR2A ACVR2	Homo sapiens (Human)
Q9UK05	Q9UK05	GDF2_HUMAN	GDF2 BMP9	Homo sapiens (Human)
O75569	O75569	PRKRA_HUMAN	PRKRA PACT RAX HSD-14 HSD14	Homo sapiens (Human)
Q13217	Q13217	DNJC3_HUMAN	DNAJC3 P58IPK PRKRI	Homo sapiens (Human)
P37840	P37840	SYUA_HUMAN	SNCA NACP PARK1	Homo sapiens (Human)
Q16690	Q16690	DUS5_HUMAN	DUSP5 VH3	Homo sapiens (Human)
P21462	P21462	FPR1_HUMAN	FPR1	Homo sapiens (Human)
Q16828	Q16828	DUS6_HUMAN	DUSP6 MKP3 PYST1	Homo sapiens (Human)
P28562	P28562	DUS1_HUMAN	DUSP1 CL100 MKP1 PTPN10 VH1	Homo sapiens (Human)
Q6VAB6	Q6VAB6	KSR2_HUMAN	KSR2	Homo sapiens (Human)
Q15121	Q15121	PEA15_HUMAN	PEA15	Homo sapiens (Human)
Q9UJY1	Q9UJY1	HSPB8_HUMAN	HSPB8 CRYAC E2IG1 HSP22 PP1629	Homo sapiens (Human)
P46734	P46734	MP2K3_HUMAN	MAP2K3 MEK3 MKK3 PRKMK3 SKK2	Homo sapiens (Human)
Q9Y6W6	Q9Y6W6	DUS10_HUMAN	DUSP10 MKP5	Homo sapiens (Human)
Q9BVJ7	Q9BVJ7	DUS23_HUMAN	DUSP23 LDP3 VHZ	Homo sapiens (Human)
Q68J44	Q68J44	DUPD1_HUMAN	DUPD1 DUSP27	Homo sapiens (Human)
O95147	O95147	DUS14_HUMAN	DUSP14 MKP6	Homo sapiens (Human)
Q05923	Q05923	DUS2_HUMAN	DUSP2 PAC1	Homo sapiens (Human)
Q13115	Q13115	DUS4_HUMAN	DUSP4 MKP2 VH2	Homo sapiens (Human)
Q99956	Q99956	DUS9_HUMAN	DUSP9 MKP4	Homo sapiens (Human)
Q15256	Q15256	PTPRR_HUMAN	PTPRR ECPTP PTPRQ	Homo sapiens (Human)
Q9UHA4	Q9UHA4	LTOR3_HUMAN	LAMTOR3 MAP2K1IP1 MAPKSP1 PRO2783	Homo sapiens (Human)
Q9BRX9	Q9BRX9	WDR83_HUMAN	WDR83 MORG1	Homo sapiens (Human)
Q9UK32	Q9UK32	KS6A6_HUMAN	RPS6KA6 RSK4	Homo sapiens (Human)
P50607	P50607	TUB_HUMAN	TUB	Homo sapiens (Human)
P42681	P42681	TXK_HUMAN	TXK PTK4 RLK	Homo sapiens (Human)
P42081	P42081	CD86_HUMAN	CD86 CD28LG2	Homo sapiens (Human)
P33681	P33681	CD80_HUMAN	CD80 CD28LG CD28LG1 LAB7	Homo sapiens (Human)
Q92908	Q92908	GATA6_HUMAN	GATA6	Homo sapiens (Human)
Q969H4	Q969H4	CNKR1_HUMAN	CNKSR1 CNK1	Homo sapiens (Human)
Q00536	Q00536	CDK16_HUMAN	CDK16 PCTAIRE1 PCTK1	Homo sapiens (Human)
Q86UR5	Q86UR5	RIMS1_HUMAN	RIMS1 KIAA0340 RAB3IP2 RIM1 Nbla00761	Homo sapiens (Human)
P49802	P49802	RGS7_HUMAN	RGS7	Homo sapiens (Human)
P30874	P30874	SSR2_HUMAN	SSTR2	Homo sapiens (Human)
O43665	O43665	RGS10_HUMAN	RGS10	Homo sapiens (Human)
P35372	P35372	OPRM_HUMAN	OPRM1 MOR1	Homo sapiens (Human)
P41145	P41145	OPRK_HUMAN	OPRK1 OPRK	Homo sapiens (Human)
P41143	P41143	OPRD_HUMAN	OPRD1 OPRD	Homo sapiens (Human)
P41146	P41146	OPRX_HUMAN	OPRL1 OOR ORL1	Homo sapiens (Human)
Q3V6T2	Q3V6T2	GRDN_HUMAN	CCDC88A APE GRDN KIAA1212	Homo sapiens (Human)
P30872	P30872	SSR1_HUMAN	SSTR1	Homo sapiens (Human)
P62879	P62879	GBB2_HUMAN	GNB2	Homo sapiens (Human)
Q86YR5	Q86YR5	GPSM1_HUMAN	GPSM1 AGS3	Homo sapiens (Human)
O76081	O76081	RGS20_HUMAN	RGS20 RGSZ1 ZGAP1	Homo sapiens (Human)
Q9UGC6	Q9UGC6	RGS17_HUMAN	RGS17 RGSZ2	Homo sapiens (Human)
P08913	P08913	ADA2A_HUMAN	ADRA2A ADRA2R ADRAR	Homo sapiens (Human)
P08173	P08173	ACM4_HUMAN	CHRM4	Homo sapiens (Human)
P34972	P34972	CNR2_HUMAN	CNR2 CB2A CB2B	Homo sapiens (Human)
Q14831	Q14831	GRM7_HUMAN	GRM7 GPRC1G MGLUR7	Homo sapiens (Human)
P08908	P08908	5HT1A_HUMAN	HTR1A ADRB2RL1 ADRBRL1	Homo sapiens (Human)
P21554	P21554	CNR1_HUMAN	CNR1 CNR	Homo sapiens (Human)
Q92633	Q92633	LPAR1_HUMAN	LPAR1 EDG2 LPA1	Homo sapiens (Human)
Q08462	Q08462	ADCY2_HUMAN	ADCY2 KIAA1060	Homo sapiens (Human)
P30542	P30542	AA1R_HUMAN	ADORA1	Homo sapiens (Human)
P05787	P05787	K2C8_HUMAN	KRT8 CYK8	Homo sapiens (Human)
Q99959	Q99959	PKP2_HUMAN	PKP2	Homo sapiens (Human)
O14730	O14730	RIOK3_HUMAN	RIOK3 SUDD	Homo sapiens (Human)
Q86WV6	Q86WV6	STING_HUMAN	TMEM173 ERIS MITA STING	Homo sapiens (Human)
Q9Y5Q3	Q9Y5Q3	MAFB_HUMAN	MAFB KRML	Homo sapiens (Human)
Q9Y3B3	Q9Y3B3	TMED7_HUMAN	TMED7 CGI-109	Homo sapiens (Human)
Q9UII4	Q9UII4	HERC5_HUMAN	HERC5 CEB1 CEBP1	Homo sapiens (Human)
Q13643	Q13643	FHL3_HUMAN	FHL3 SLIM2	Homo sapiens (Human)
Q13635	Q13635	PTC1_HUMAN	PTCH1 PTCH	Homo sapiens (Human)
Q16621	Q16621	NFE2_HUMAN	NFE2	Homo sapiens (Human)
Q9BY84	Q9BY84	DUS16_HUMAN	DUSP16 KIAA1700 MKP7	Homo sapiens (Human)
O00418	O00418	EF2K_HUMAN	EEF2K	Homo sapiens (Human)
Q7Z6J0	Q7Z6J0	SH3R1_HUMAN	SH3RF1 KIAA1494 POSH RNF142 SH3MD2	Homo sapiens (Human)
Q8WTR2	Q8WTR2	DUS19_HUMAN	DUSP19 DUSP17 LMWDSP3 SKRP1	Homo sapiens (Human)
Q13202	Q13202	DUS8_HUMAN	DUSP8 C11orf81 VH5	Homo sapiens (Human)
Q8NEJ0	Q8NEJ0	DUS18_HUMAN	DUSP18 LMWDSP20	Homo sapiens (Human)
P48594	P48594	SPB4_HUMAN	SERPINB4 PI11 SCCA2	Homo sapiens (Human)
Q01538	Q01538	MYT1_HUMAN	MYT1 KIAA0835 KIAA1050 MTF1 MYTI PLPB1	Homo sapiens (Human)
Q16082	Q16082	HSPB2_HUMAN	HSPB2	Homo sapiens (Human)
Q02962	Q02962	PAX2_HUMAN	PAX2	Homo sapiens (Human)
P20701	P20701	ITAL_HUMAN	ITGAL CD11A	Homo sapiens (Human)
P02679	P02679	FIBG_HUMAN	FGG PRO2061	Homo sapiens (Human)
